Job Title,Company Name,Location,Sector
Risk Analyst-Quantitative Researcher 120850,"Open Systems Technologies (NYC)
3.2","Chicago, IL",Business Services
Data Analytics Manager,"Wavicle Data
3.9","Chicago, IL",Information Technology
Data Analyst - Rush Infectious Diseases,"Rush University Medical Center
3.9","Chicago, IL",Health Care
"Senior Data Analyst, Sales","Flexport
3.5","Chicago, IL",Transportation & Logistics
Senior Big Data Engineer - QuantumBlack,"McKinsey & Company
4.4","Chicago, IL",Business Services
Data Analyst,"MRINetwork
4.0","Des Plaines, IL",-1
Senior Environmental Soil Scientist,"MWRD of Greater Chicago
4.1","Chicago, IL",Government
"Machine Learning Engineer Chicago, IL","STATS
2.7","Chicago, IL",Media
AI/ML Data Engineer,softsnippets,"Chicago, IL",-1
Provider Analytics Data Analyst,"CRS Group
4.7","Chicago, IL",Business Services
Data Engineer,"Signature Consultants
3.6","Chicago, IL",Business Services
"AI/ML , Data Engineer","ePromptus,Inc
3.1","Chicago, IL",Information Technology
Senior Digital Analytics Consultant,"PK
3.6","Chicago, IL",Information Technology
Senior Data Analyst,Leap,"Chicago, IL",-1
Bioinformatics Scientist,"Tempus Labs
3.2","Chicago, IL",Biotech & Pharmaceuticals
Business Intelligence Analyst,"Athletico
3.7","Oak Brook, IL",Health Care
Junior Imaging Scientist,"Tempus Labs
3.2","Chicago, IL",Biotech & Pharmaceuticals
Senior Data Engineer,"Centric Consulting
5.0","Chicago, IL",Business Services
Senior Google Analytics Manager,"Marcel Media
4.6","Chicago, IL",Business Services
"Medical Laboratory Scientist - Immunology/Special Chemistry, Full-time, Evenings","Northwestern Memorial Healthcare
3.9","Chicago, IL",Health Care
"Medical Laboratory Scientist - Hemostasis, Full-time, Days","Northwestern Memorial Healthcare
3.9","Chicago, IL",Health Care
"Medical Laboratory Scientist - Immunology Special Chemistry, Full-time, Evenings","Northwestern Memorial Healthcare
3.9","Chicago, IL",Health Care
Spark AWS Data Engineer,"Keylent
3.1","Chicago, IL",-1
Python Data Engineer Trading,Paul May & Associates,"Chicago, IL",-1
Informatica Data Modeler,"Avanciers
3.9","Chicago, IL",Information Technology
Data Analyst (MPI),"Metropolitan Family Services
3.2","Chicago, IL",Business Services
Data and Software Engineer,"Kershner Trading Group
3.2","Chicago, IL",Finance
"Product Manager, Panel Data Science","360pi
4.2","Chicago, IL",Information Technology
Senior Manager- Data science/Operations research- Analytics & AI,"Trianz
3.6","Chicago, IL",Information Technology
Part Time Data Science Instructor (Data Science Bootcamp) - Promotable,1871 Member Companies,"Chicago, IL",-1
Reporting and Data Analyst - (North American Collections Analytics for Data and Analytics),"BMO Financial Group
3.7","Chicago, IL",Finance
Data Production Analyst,"NJF Global Holdings
4.2","Chicago, IL",Business Services
Senior Data Analyst,"Epiq Systems
3.6","Chicago, IL",Accounting & Legal
Data Architect,"Tempus Labs
3.2","Chicago, IL",Biotech & Pharmaceuticals
Supervisory Research Health Scientist,"Veterans Affairs, Veterans Health Administration
3.4","Hines, IL",Government
"Sr. Data Analyst - Analytics, Marketing, CPG","Jobot
4.9","Chicago, IL",Business Services
"Data Engineer _ Chicago, IL || 06+ Months Contract","Avtech solutions
2.9","Chicago, IL",-1
Senior Environmental Research Scientist,"MWRD of Greater Chicago
4.1","Chicago, IL",Government
Cloud/Big Data Engineer,"Edgilent Corp.
3.9","Chicago, IL",Information Technology
"Senior Scientist-Impact Forecasting-Wild Fire (Chicago, IL)","Aon
3.5","Chicago, IL",Insurance
Big Data Engineer,"Collabera
4.1","Chicago, IL",Information Technology
"Data Analyst, Tax (Affordable Care Act) (ACA) (Manager) (Multiple Positions)",Ernst & Young LLP,"Chicago, IL",-1
Data Engineer,PatientIQ,"Chicago, IL",-1
Junior Imaging Scientist,"Tempus
3.3","Chicago, IL",Finance
Clinical Lab Scientist/MT I,"OSF Healthcare System
3.9","Evergreen Park, IL",Health Care
Associate Research Scientist Behavioral Science,Ipsos North America,"Chicago, IL",-1
Data Analyst,"Stampede Meat, Inc.
3.3","Bridgeview, IL",Manufacturing
Data Science Developer,"Infinity Consulting Solutions
3.4","Westmont, IL",Business Services
Data Engineer (Snowflake Production),"Infoway Software
2.4","Chicago, IL",Information Technology
Big Data Consultant,"TECHNOCRAFT Solutions
3.4","Chicago, IL",Business Services
Lead Data Analyst,"Centene Corporation
3.3","Chicago, IL",Insurance
BI Data Analyst,"The Accuro Group
3.0","Chicago, IL",Business Services
Data Engineer,"Informatic Technologies Inc
5.0","Chicago, IL",-1
Data Engineer,"CultureFit Technology Staffing
5.0","Chicago, IL",Business Services
Marketing Data Analyst - CPG,"Foresight ROI
5.0","Chicago, IL",Business Services
Data Engineer,"PDI Software
3.2","Chicago, IL",Information Technology
"Senior Quantitative Researcher, Strategy Developer, Buy-Side","Parallel Partners
1.0","Chicago, IL",Real Estate
Business Analyst / Data Analyst,"WIN Home Inspection
3.9","Chicago, IL","Construction, Repair & Maintenance"
"AI/ML - Data Engineer - Chicago, IL","PRIMUS Global Services, Inc
3.7","Chicago, IL",Business Services
Publicis Media - Senior Data Consultant (m/f/d) - Düsseldorf,"Publicis Groupe
3.4","Chicago, IL",Business Services
Hiring=========Data Engineer ======,"Avtech solutions
2.9","Chicago, IL",-1
IT Data Engineer with Data Catalog,"RiverPoint
3.8","Chicago, IL",Accounting & Legal
"Director of Data Science, Safe Haven","LiveRamp
4.6","Chicago, IL",Information Technology
Translational Bioinformatics Scientist,"Tempus Labs
3.2","Chicago, IL",Biotech & Pharmaceuticals
Data Engineer,"SIMPLIFIED IT SOLUTIONS Inc
5.0","Chicago, IL",Information Technology
Big Data Engineer,"Edgilent Corp.
3.9","Chicago, IL",Information Technology
JPSC-5704 - Data Analyst,"Avani Technology Solutions
4.5","Chicago, IL",Information Technology
C++ Quantitative Researcher - R,Next Step Systems,"Chicago, IL",-1
Senior Data Analyst,"HIMSS
2.9","Chicago, IL",Health Care
Data Engineer,"PDI
3.5","Chicago, IL",-1
Sr. Data Scientist/AI Scientist,"STATS PERFORM
2.7","Chicago, IL",Media
Data Engineer,Insight UK,"Chicago, IL",-1
Senior Data Analyst,"Chicago Public Schools
3.5","Chicago, IL",Education
Lead Data Analyst,"IlliniCare Health Plan
2.2","Chicago, IL",-1
Power BI Data Engineer,"Baker Tilly Virchow Krause, LLP","Chicago, IL",-1
Valuation & Business Analytics Manager,"BDO USA
3.7","Chicago, IL",Accounting & Legal
Quantitative Research Scientist,"Quantlab
3.7","Houston, TX",Finance
Data Scientist- Machine Learning Software Engineer,"Halliburton
3.5","Houston, TX","Oil, Gas, Energy & Utilities"
Associate Data Scientist,"Sysco
3.3","Houston, TX",Business Services
Data Scientist,"Competentia Holding
4.9","Houston, TX",-1
Future Opportunity-Azure Data Engineer,"AVANADE
3.9","Houston, TX",Information Technology
Data Scientist,"Aramco Services Company
2.2","Houston, TX","Oil, Gas, Energy & Utilities"
Data Scientist - Nationwide Opportunities,"Amazon
3.9","Houston, TX",Information Technology
Data Scientist,CGG Veritas,"Houston, TX",-1
Federal - Data Scientist,"Solekai Systems Corp
4.2","Houston, TX",Information Technology
Data Scientist,"National Oilwell Varco
3.4","Houston, TX","Oil, Gas, Energy & Utilities"
Data Scientist,"Sercel
3.4","Houston, TX","Oil, Gas, Energy & Utilities"
Data Scientist,"CGG
3.7","Houston, TX","Oil, Gas, Energy & Utilities"
Data Scientist,HCC Life Insurance,"Houston, TX",-1
Data Scientist - Relocate to Washington D.C.,"CIA
3.8","Houston, TX",Government
Data Scientist,"Sysco
3.3","Houston, TX",Business Services
Data Engineer,"Alphascript Pharmacy
3.2","Houston, TX",Biotech & Pharmaceuticals
Data Analyst,"N.F. Smith & Associates
4.1","Houston, TX",Business Services
Data Scientist,"Tokio Marine HCC
3.4","Houston, TX",Insurance
Senior Data Scientist,"Competentia Holding
4.9","Houston, TX",-1
Data Scientist,"Infotree Service Inc
3.7","Houston, TX",Business Services
Research Scientist,"Dascena
4.0","Houston, TX",Information Technology
Data Scientist,"RiceTec
2.9","Alvin, TX",Manufacturing
Quantitative Analyst,"Numeric, LLC
3.2","Houston, TX",Business Services
Data Scientist,GradTests (gradtests.com),"Houston, TX",-1
Statistician (Data Scientist) *12 month Roster* *Direct Hire*,"Internal Revenue Service
3.5","Houston, TX",Government
Quantum Data Scientist (Industrial-Process sector),"IBM
3.7","Houston, TX",Information Technology
Research Scientist - Data Science (Earth & Atmospheric Sciences),"University of Houston
4.4","Houston, TX",Education
Pipeline Integrity - Data Scientist,"Kinder Morgan
3.4","Houston, TX","Oil, Gas, Energy & Utilities"
Data Visualization and Analytics Consultant,"Slalom LLC.
4.1","Houston, TX",Business Services
Data Engineer,"Trace3
3.3","Houston, TX",Information Technology
Staff Scientist,"Baylor College of Medicine
3.6","Houston, TX",Education
Full Stack Data Scientist Intern - Fall 2020 / Spring,"KPISOFT
3.1","Houston, TX",Information Technology
Data Engineer,"Slalom
4.1","Houston, TX",Business Services
Data Scientist,"Techwave Consulting Inc.
3.9","Houston, TX",Information Technology
Senior Data Scientist,"Sense Corp
3.8","Houston, TX",Accounting & Legal
Physical Scientist,"US Department of Energy
3.6","Houston, TX",Government
Data Analyst,"Smith and Associates
3.0","Houston, TX",Accounting & Legal
Data Analyst,"cPanel
3.9","Houston, TX",Information Technology
Data Scientist (Research & Development),"OraSure Technologies, Inc.
3.2","Houston, TX",Biotech & Pharmaceuticals
Pipeline Integrity – Data Scientist,"Kinder Morgan
3.4","Houston, TX","Oil, Gas, Energy & Utilities"
Full Stack Data Scientist Intern - Fall,"KPISOFT
3.1","Houston, TX",Information Technology
Principal Data Scientist,"Invesco
3.6","Houston, TX",Finance
Data Analyst,"Andiamo
3.5","Houston, TX","Restaurants, Bars & Food Services"
Data Analyst - 20,"Genesys Talent
4.8","Houston, TX",Business Services
Data Scientist,"Pro Lancer
5.0","Houston, TX",-1
Data Analyst,"Pareto Systems
4.3","Stafford, TX",Information Technology
Data Analyst I,"Virtus Partners
2.8","Houston, TX",Finance
Data Analyst,"Horne LLP
3.1","Houston, TX",Accounting & Legal
Machine Learning Engineer,Microagility,"Houston, TX",Business Services
Research Scientist,Cyentech,"Houston, TX",-1
Data Analyst,H-GAC,"Houston, TX",-1
Data Engineer,"TelligenTech, Inc
2.5","Houston, TX",-1
Principal Data Scientist- Public Sector,"IBM
3.7","Houston, TX",Information Technology
Sr. Data Scientist,"LyondellBasell
3.7","Houston, TX",Manufacturing
Data Engineer,"Sense Corp
3.8","Houston, TX",Accounting & Legal
Data Analyst,"Houston-Galveston Area Council
2.5","Houston, TX",Government
Principal Data Scientist,"Crown Castle
3.6","Houston, TX",Telecommunications
Environmental Data Analyst - Disaster Recovery,"ICF
3.5","Houston, TX",Business Services
Quantum Principal Data Scientist (Industrial-Process sector),"IBM
3.7","Houston, TX",Information Technology
Compensation & HR Data Analyst,"Avetta, LLC
3.9","Houston, TX",Information Technology
DATA SCIENCE CONSULTANT,"Management Solutions
3.4","Houston, TX",Business Services
Data Analyst,Houston Exponential,"Houston, TX",-1
Data Engineer,April Health,"Houston, TX",Health Care
Data Engineer,"Competentia Holding
4.9","Houston, TX",-1
Data Analyst,"McLane Global
4.0","Houston, TX",Business Services
Data Analyst II,"Competentia Holding
4.9","Houston, TX",-1
Senior Data Scientist - Nationwide Opportunities,"Amazon
3.9","Houston, TX",Information Technology
Quantum Principal Data Scientist (Industrial-Discrete sector),"IBM
3.7","Houston, TX",Information Technology
Data Modeler/Data Analyst,"Simplex info systems Inc,
4.2","Houston, TX",Information Technology
Data Engineer,Walker Elliott,"Houston, TX",-1
Data Modeler,"Excite Health Partners
3.8","Houston, TX",Business Services
Microsoft Analytics Consultant,"IBM
3.7","Houston, TX",Information Technology
"Data Analyst (LiDar, Ortho/Imagery)","GeoDigital
2.4","Houston, TX",Information Technology
Data Engineer,"Irvine Technology Corporation
4.0","Houston, TX",Business Services
Data Analyst(only W2),Clearwing Consulting,"Houston, TX",-1
"Senior Scientist, BioAssay Services","Lonza
3.3","Houston, TX",Biotech & Pharmaceuticals
"Data Analyst, Reporting","Harris County
3.2","Houston, TX",Health Care
Business Intelligence Analyst,"GoExpedi
3.2","Houston, TX","Oil, Gas, Energy & Utilities"
Web Analytics Consultant,"S & R Professionals
3.6","Houston, TX",Information Technology
Operations Data Analyst,"HealthHelp
2.5","Houston, TX",Health Care
Lead Quality Data Analyst,"Harris Health System
3.2","Houston, TX",Health Care
Sr Scientist - Research & Advanced Development,"Natus Medical
2.8","Houston, TX",Manufacturing
Data Analyst,"Staffigo Technical Services, LLC
5.0","Houston, TX",Information Technology
Environmental Scientist 7,"CDM Smith
3.9","Houston, TX",Business Services
Staff Environmental Scientist New,"Golder
3.3","Houston, TX",Business Services
Data Modeler,"Tek Leaders
3.5","Houston, TX",Information Technology
Data Engineer,"Wise Men Consultants
3.2","Houston, TX",Information Technology
Data Modeler,"ESolutions Inc
4.0","Houston, TX",Information Technology
Data Analyst (only W2),Doelsoft,"Houston, TX",-1
Assistant Scientist,"CooperSurgical
2.7","Houston, TX",Manufacturing
Experiment Support Scientist,"Leidos
3.5","Houston, TX",Aerospace & Defense
SR Data Scientist,"AspenTech
3.0","Houston, TX",Information Technology
Data Science Architect,"Onica, a Rackspace Company
4.3","Houston, TX",Information Technology
Microsoft Dynamics CRM Data Analyst,"IBM
3.7","Houston, TX",Information Technology
Operations Research Scientist,"Koch Industries
3.6","Houston, TX","Oil, Gas, Energy & Utilities"
Financial Data Analyst,"Luminess Cosmetics
2.7","Stafford, TX",Manufacturing
Aircraft Data Analyst,"ForeFlight
3.3","Houston, TX",-1
MDM Data Analyst,"Arthur Lawrence
4.1","Houston, TX",Business Services
Data Analyst (Supply Chain) - May Reside Anywhere in the US - Up to 100% Travel,"Maine Pointe
4.5","Houston, TX",Business Services
Data Engineer,"JPMorgan Chase & Co.
3.9","Houston, TX",Finance
Performance Data Analyst,"Randstad
3.6","Houston, TX",Business Services
Sr. Machine Learning Engineer,"Mondo
3.8","Houston, TX",Business Services
XYZ Data Analyst,"Rosen
3.6","Houston, TX","Oil, Gas, Energy & Utilities"
Medical Laboratory Scientist - Blood Bank,"Houston Methodist
4.1","Houston, TX",Health Care
Data Analyst Manager,"Andiamo
3.5","Houston, TX","Restaurants, Bars & Food Services"
Data and Analytics Manager,K.A.T.N d/b/a Texas Tool Belt,"Houston, TX",-1
Data Analyst & Healthcare Analytics,"Kelsey-Seybold Medical Group
3.6","Pearland, TX",Health Care
Product and Data Analyst,Entera,"Houston, TX",Real Estate
Data Modeler,"Competentia Holding
4.9","Houston, TX",-1
Research and Development Bioprocessing Scientist (Upstream),"Lonza
3.3","Houston, TX",Biotech & Pharmaceuticals
Analytics Consultant,"Epiq
3.6","Houston, TX",Accounting & Legal
Data Modeler ( SAAS ),"Technet, LLC
4.6","Houston, TX",Business Services
Bioinformatics Scientist,"CooperSurgical
2.7","Houston, TX",Manufacturing
Business Intelligence Analyst,"EAG Services
4.6","Houston, TX",Business Services
Data Engineer - Business Intelligence,"alliantgroup, LP
3.4","Houston, TX",Business Services
Research Scientist - IMM,"UTHealth Houston
4.0","Houston, TX",Education
Environmental Scientist,"Raba-Kistner
4.2","Houston, TX","Construction, Repair & Maintenance"
Senior Analytical Scientist,"Ascend Performance Materials
3.4","Houston, TX",Manufacturing
Environmental Scientist/Geologist,"Tetra Tech, Inc.
3.7","Houston, TX",Business Services
Data Analyst II,"Virtus Partners
2.8","Houston, TX",Finance
Scientist - Combustion,PAC,"Houston, TX",-1
Senior Data Scientist with Extensive Industrial Experience,"Ayata
2.4","Houston, TX",Accounting & Legal
Data Engineer,GradTests (gradtests.com.au),"Houston, TX",-1
Network Data consultant,"Themesoft Inc
3.9","Houston, TX",Information Technology
Data Modeler - Contract / Full Time,"Photon Infotech
3.0","Houston, TX",Information Technology
Lead Business Intelligence Analyst,"U.S. & Texas LawShield
2.9","Houston, TX",-1
Data Analyst MDM,"Encore Consulting Services
1.0","Houston, TX",-1
Senior Scientist (Process Development Downstream),"Lonza
3.3","Houston, TX",Biotech & Pharmaceuticals
Senior Manager- Data science/Operations research- Analytics & AI,"Trianz
3.6","Houston, TX",Information Technology
PySpark Developer/Data Engineer,"HashMap*
2.7","Houston, TX",-1
Medical Lab Scientist Specialist - Microbiology,"Houston Methodist
4.1","Houston, TX",Health Care
Cost Data Analyst,"Mondo
3.8","Houston, TX",Business Services
IS / IT Business Analysts (Business Intelligence Analyst),AstuteOne,"Houston, TX",-1
Research Scientist - Dr. Kapil N. Bhalla's Laboratory,"MD Anderson Cancer Center
4.4","Houston, TX",Health Care
Omnichannel Marketing Data Analyst,"Sun and Ski Sports
3.6","Houston, TX",Retail
"Director, Strategic Research Data Science","E&A
3.8","Houston, TX",-1
Machine Learning Engineer,"Pro Lancer
5.0","Houston, TX",-1
Sr. Data Engineer,"LyondellBasell Industries
3.7","Houston, TX",Manufacturing
